2023-06-11 14:00:37 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-06-11 14:00:37 0 [Note] InnoDB: Uses event mutexes
2023-06-11 14:00:37 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-06-11 14:00:37 0 [Note] InnoDB: Number of pools: 1
2023-06-11 14:00:37 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 1372231 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 1399252 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 1399252 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 1399291 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 1399291 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 1399346 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=320] log sequence number 1399346 is in the future! Current system log sequence number 300306.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2023-06-11 14:00:38 0 [ERROR] InnoDB: Page [page id: space=0, page number=57] log sequence number 1399385 is in the future! Current system log sequence number 300306.
